extract_date,department_location_key,parent_revenue_location_name,revenue_location_name,unit_grouping,department_name,department_level_of_care_group,extract_hour,extract_minute,valid_from_instant,valid_to_instant,is_topofhour,staffed_beds,open_beds,occupied_beds,unavailable_beds,staffed_occupancy_percent,number_incoming,number_outgoing,number_expected_open,is_current,licensed_beds,physical_beds,is_endofday,ETLInsertedDateTime
2026-02-28,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-02-28 23:00:00,2026-03-01 00:00:00,1,14,5,9,1,64,2,5,8,0,16,16,1,
2026-03-01,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-01 23:00:00,2026-03-02 00:00:00,1,11,4,7,4,64,2,2,4,0,16,16,1,
2026-03-02,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-02 23:00:00,2026-03-03 00:00:00,1,14,6,8,2,57,6,2,2,0,16,16,1,
2026-03-03,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-03 23:00:00,2026-03-04 00:00:00,1,12,5,7,3,58,4,1,2,0,16,16,1,
2026-03-04,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-04 23:00:00,2026-03-05 00:00:00,1,14,5,9,2,64,6,3,2,0,16,16,1,
2026-03-05,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-05 23:00:00,2026-03-06 00:00:00,1,12,4,8,3,67,5,0,0,0,16,16,1,
2026-03-06,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-06 23:00:00,2026-03-07 00:00:00,1,13,4,9,3,69,5,3,2,0,16,16,1,
2026-03-07,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-07 23:00:00,2026-03-08 00:00:00,1,12,5,7,3,58,6,2,1,0,16,16,1,
2026-03-08,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-08 23:00:00,2026-03-09 00:00:00,1,11,4,7,4,64,1,0,3,0,16,16,1,
2026-03-09,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-09 23:00:00,2026-03-10 00:00:00,1,15,7,8,0,53,4,5,8,0,16,16,1,
2026-03-10,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-10 23:00:00,2026-03-11 00:00:00,1,14,6,8,2,57,4,0,2,0,16,16,1,
2026-03-11,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-11 23:00:00,2026-03-12 00:00:00,1,14,8,6,1,43,2,0,6,0,16,16,1,
2026-03-12,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-12 23:00:00,2026-03-13 00:00:00,1,13,7,6,3,46,4,1,4,0,16,16,1,
2026-03-13,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-13 23:00:00,2026-03-14 00:00:00,1,13,7,6,3,46,5,4,6,0,16,16,1,
2026-03-14,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-14 23:00:00,2026-03-15 00:00:00,1,15,7,8,1,53,4,2,5,0,16,16,1,
2026-03-15,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-15 23:00:00,2026-03-16 00:00:00,1,12,6,6,4,50,3,2,5,0,16,16,1,
2026-03-16,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-16 23:00:00,2026-03-17 00:00:00,1,13,7,6,3,46,4,3,6,0,16,16,1,
2026-03-17,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-17 23:00:00,2026-03-18 00:00:00,1,13,8,5,3,38,5,5,8,0,16,16,1,
2026-03-18,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-18 23:00:00,2026-03-19 00:00:00,1,13,7,6,3,46,5,4,6,0,16,16,1,
2026-03-19,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-19 23:00:00,2026-03-20 00:00:00,1,14,6,8,1,57,3,3,6,0,16,16,1,
2026-03-20,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-20 23:00:00,2026-03-21 00:00:00,1,12,5,7,4,58,5,4,4,0,16,16,1,
2026-03-21,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-21 23:00:00,2026-03-22 00:00:00,1,12,6,6,3,50,3,6,9,0,16,16,1,
2026-03-22,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-22 23:00:00,2026-03-23 00:00:00,1,14,6,8,2,57,2,1,5,0,16,16,1,
2026-03-23,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-23 23:00:00,2026-03-24 00:00:00,1,15,7,8,0,53,0,3,10,0,16,16,1,
2026-03-24,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-24 23:00:00,2026-03-25 00:00:00,1,14,6,8,1,57,2,5,9,0,16,16,1,
2026-03-25,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-25 23:00:00,2026-03-26 00:00:00,1,15,6,9,0,60,0,3,9,0,16,16,1,
2026-03-26,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-26 23:00:00,2026-03-27 00:00:00,1,11,5,6,4,55,6,2,1,0,16,16,1,
2026-03-27,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-27 23:00:00,2026-03-28 00:00:00,1,15,8,7,1,47,3,4,9,0,16,16,1,
2026-03-28,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-28 23:00:00,2026-03-29 00:00:00,1,13,7,6,3,46,3,5,9,0,16,16,1,
2026-03-29,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-29 23:00:00,2026-03-30 00:00:00,1,11,6,5,4,45,5,4,5,0,16,16,1,
2026-03-30,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-30 23:00:00,2026-03-31 00:00:00,1,13,7,6,2,46,2,5,10,0,16,16,1,
2026-03-31,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-03-31 23:00:00,2026-04-01 00:00:00,1,13,7,6,2,46,4,1,4,0,16,16,1,
2026-04-01,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-01 23:00:00,2026-04-02 00:00:00,1,13,8,5,2,38,3,0,5,0,16,16,1,
2026-04-02,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-02 23:00:00,2026-04-03 00:00:00,1,13,8,5,3,38,3,2,7,0,16,16,1,
2026-04-03,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-03 23:00:00,2026-04-04 00:00:00,1,14,7,7,2,50,1,5,11,0,16,16,1,
2026-04-04,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-04 23:00:00,2026-04-05 00:00:00,1,15,9,6,0,40,6,1,4,0,16,16,1,
2026-04-05,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-05 23:00:00,2026-04-06 00:00:00,1,14,9,5,1,36,2,0,7,0,16,16,1,
2026-04-06,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-06 23:00:00,2026-04-07 00:00:00,1,15,9,6,0,40,4,4,9,0,16,16,1,
2026-04-07,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-07 23:00:00,2026-04-08 00:00:00,1,15,8,7,0,47,1,3,10,0,16,16,1,
2026-04-08,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-08 23:00:00,2026-04-09 00:00:00,1,13,7,6,3,46,2,1,6,0,16,16,1,
2026-04-09,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-09 23:00:00,2026-04-10 00:00:00,1,12,7,5,3,42,5,1,3,0,16,16,1,
2026-04-10,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-10 23:00:00,2026-04-11 00:00:00,1,11,6,5,5,45,6,3,3,0,16,16,1,
2026-04-11,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-11 23:00:00,2026-04-12 00:00:00,1,11,7,4,4,36,0,2,9,0,16,16,1,
2026-04-12,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-12 23:00:00,2026-04-13 00:00:00,1,14,8,6,2,43,4,3,7,0,16,16,1,
2026-04-13,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-13 23:00:00,2026-04-14 00:00:00,1,11,7,4,5,36,6,1,2,0,16,16,1,
2026-04-14,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-14 23:00:00,2026-04-15 00:00:00,1,14,9,5,1,36,4,5,10,0,16,16,1,
2026-04-15,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-15 23:00:00,2026-04-16 00:00:00,1,12,8,4,4,33,6,1,3,0,16,16,1,
2026-04-16,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-16 23:00:00,2026-04-17 00:00:00,1,12,7,5,4,42,3,1,5,0,16,16,1,
2026-04-17,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-17 23:00:00,2026-04-18 00:00:00,1,14,8,6,1,43,3,3,8,0,16,16,1,
2026-04-18,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-18 23:00:00,2026-04-19 00:00:00,1,11,6,5,5,45,3,0,3,0,16,16,1,
2026-04-19,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-19 23:00:00,2026-04-20 00:00:00,1,12,7,5,4,42,6,2,3,0,16,16,1,
2026-04-20,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-20 23:00:00,2026-04-21 00:00:00,1,12,6,6,4,50,1,3,8,0,16,16,1,
2026-04-21,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-21 23:00:00,2026-04-22 00:00:00,1,11,6,5,5,45,4,0,2,0,16,16,1,
2026-04-22,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-22 23:00:00,2026-04-23 00:00:00,1,11,5,6,5,55,5,6,6,0,16,16,1,
2026-04-23,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-23 23:00:00,2026-04-24 00:00:00,1,15,6,9,0,60,1,3,8,0,16,16,1,
2026-04-24,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-24 23:00:00,2026-04-25 00:00:00,1,12,5,7,4,58,0,5,10,0,16,16,1,
2026-04-25,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-25 23:00:00,2026-04-26 00:00:00,1,11,6,5,4,45,4,0,2,0,16,16,1,
2026-04-26,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-26 23:00:00,2026-04-27 00:00:00,1,15,6,9,1,60,3,5,8,0,16,16,1,
2026-04-27,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-27 23:00:00,2026-04-28 00:00:00,1,14,7,7,1,50,6,4,5,0,16,16,1,
2026-04-28,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-28 23:00:00,2026-04-29 00:00:00,1,13,6,7,2,54,0,1,7,0,16,16,1,
2026-04-29,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-29 23:00:00,2026-04-30 00:00:00,1,13,6,7,3,54,3,3,6,0,16,16,1,
2026-04-30,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-04-30 23:00:00,2026-05-01 00:00:00,1,11,6,5,4,45,1,6,11,0,16,16,1,
2026-05-01,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-01 23:00:00,2026-05-02 00:00:00,1,12,6,6,3,50,1,5,10,0,16,16,1,
2026-05-02,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-02 23:00:00,2026-05-03 00:00:00,1,13,7,6,3,46,6,5,6,0,16,16,1,
2026-05-03,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-03 23:00:00,2026-05-04 00:00:00,1,14,8,6,2,43,0,1,9,0,16,16,1,
2026-05-04,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-04 23:00:00,2026-05-05 00:00:00,1,11,6,5,5,45,6,6,6,0,16,16,1,
2026-05-05,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-05 23:00:00,2026-05-06 00:00:00,1,14,7,7,2,50,5,2,4,0,16,16,1,
2026-05-06,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-06 23:00:00,2026-05-07 00:00:00,1,15,7,8,0,53,5,5,7,0,16,16,1,
2026-05-07,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-07 23:00:00,2026-05-08 00:00:00,1,11,6,5,5,45,0,2,8,0,16,16,1,
2026-05-08,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-08 23:00:00,2026-05-09 00:00:00,1,14,7,7,1,50,6,6,7,0,16,16,1,
2026-05-09,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-09 23:00:00,2026-05-10 00:00:00,1,14,7,7,1,50,6,3,4,0,16,16,1,
2026-05-10,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-10 23:00:00,2026-05-11 00:00:00,1,13,7,6,2,46,1,4,10,0,16,16,1,
2026-05-11,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-11 23:00:00,2026-05-12 00:00:00,1,14,6,8,1,57,0,1,7,0,16,16,1,
2026-05-12,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-12 08:00:00,2026-05-12 09:00:00,1,15,7,8,0,53,0,4,11,0,16,16,0,
2026-05-12,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-12 18:00:00,2026-05-12 19:00:00,1,11,5,6,5,55,4,0,1,0,16,16,0,
2026-05-12,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-12 23:00:00,2026-05-13 00:00:00,1,12,6,6,4,50,0,6,12,0,16,16,1,
2026-05-13,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-13 08:00:00,2026-05-13 09:00:00,1,11,6,5,4,45,3,4,7,0,16,16,0,
2026-05-13,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-13 18:00:00,2026-05-13 19:00:00,1,12,6,6,3,50,5,5,6,0,16,16,0,
2026-05-13,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-13 23:00:00,2026-05-14 00:00:00,1,11,5,6,4,55,3,2,4,0,16,16,1,
2026-05-14,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-14 08:00:00,2026-05-14 09:00:00,1,11,5,6,4,55,4,1,2,0,16,16,0,
2026-05-14,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-14 18:00:00,2026-05-14 19:00:00,1,14,6,8,2,57,2,2,6,0,16,16,0,
2026-05-14,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-14 23:00:00,2026-05-15 00:00:00,1,11,5,6,4,55,5,4,4,0,16,16,1,
2026-05-15,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-15 08:00:00,2026-05-15 09:00:00,1,11,6,5,5,45,0,4,10,0,16,16,0,
2026-05-15,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-15 18:00:00,2026-05-15 19:00:00,1,14,7,7,1,50,5,6,8,0,16,16,0,
2026-05-15,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-15 23:00:00,2026-05-16 00:00:00,1,13,6,7,3,54,0,3,9,0,16,16,1,
2026-05-16,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-16 08:00:00,2026-05-16 09:00:00,1,13,6,7,2,54,3,1,4,0,16,16,0,
2026-05-16,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-16 18:00:00,2026-05-16 19:00:00,1,11,6,5,5,45,4,2,4,0,16,16,0,
2026-05-16,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-16 23:00:00,2026-05-17 00:00:00,1,15,8,7,0,47,0,1,9,0,16,16,1,
2026-05-17,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-17 08:00:00,2026-05-17 09:00:00,1,15,6,9,0,60,5,5,6,0,16,16,0,
2026-05-17,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-17 18:00:00,2026-05-17 19:00:00,1,15,7,8,0,53,5,5,7,0,16,16,0,
2026-05-17,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-17 23:00:00,2026-05-18 00:00:00,1,11,5,6,5,55,5,3,3,0,16,16,1,
2026-05-18,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-18 08:00:00,2026-05-18 09:00:00,1,11,5,6,5,55,2,3,6,0,16,16,0,
2026-05-18,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-18 18:00:00,2026-05-18 19:00:00,1,11,5,6,5,55,5,4,4,0,16,16,0,
2026-05-18,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-18 23:00:00,2026-05-19 00:00:00,1,15,8,7,0,47,3,2,7,0,16,16,1,
2026-05-19,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-19 08:00:00,2026-05-19 09:00:00,1,13,7,6,2,46,1,0,6,0,16,16,0,
2026-05-19,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-19 18:00:00,2026-05-19 19:00:00,1,11,5,6,5,55,0,3,8,0,16,16,0,
2026-05-19,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-19 23:00:00,2026-05-20 00:00:00,1,15,8,7,1,47,6,5,7,0,16,16,1,
2026-05-20,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-20 08:00:00,2026-05-20 09:00:00,1,14,8,6,1,43,6,1,3,0,16,16,0,
2026-05-20,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-20 18:00:00,2026-05-20 19:00:00,1,13,7,6,2,46,6,0,1,0,16,16,0,
2026-05-20,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-20 23:00:00,2026-05-21 00:00:00,1,11,5,6,5,55,5,1,1,0,16,16,1,
2026-05-21,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-21 08:00:00,2026-05-21 09:00:00,1,12,6,6,3,50,5,0,1,0,16,16,0,
2026-05-21,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-21 18:00:00,2026-05-21 19:00:00,1,13,6,7,3,54,5,4,5,0,16,16,0,
2026-05-21,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-21 23:00:00,2026-05-22 00:00:00,1,11,5,6,5,55,6,4,3,0,16,16,1,
2026-05-22,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-22 08:00:00,2026-05-22 09:00:00,1,11,5,6,5,55,3,1,3,0,16,16,0,
2026-05-22,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-22 18:00:00,2026-05-22 19:00:00,1,15,6,9,1,60,4,3,5,0,16,16,0,
2026-05-22,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-22 23:00:00,2026-05-23 00:00:00,1,14,7,7,2,50,5,0,2,0,16,16,1,
2026-05-23,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-23 08:00:00,2026-05-23 09:00:00,1,15,5,10,1,67,6,6,5,0,16,16,0,
2026-05-23,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-23 18:00:00,2026-05-23 19:00:00,1,13,5,8,3,62,6,4,3,0,16,16,0,
2026-05-23,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-23 23:00:00,2026-05-24 00:00:00,1,12,4,8,3,67,6,4,2,0,16,16,1,
2026-05-24,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-24 08:00:00,2026-05-24 09:00:00,1,13,5,8,2,62,6,1,0,0,16,16,0,
2026-05-24,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-24 18:00:00,2026-05-24 19:00:00,1,11,4,7,4,64,3,1,2,0,16,16,0,
2026-05-24,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-24 23:00:00,2026-05-25 00:00:00,1,13,5,8,2,62,6,3,2,0,16,16,1,
2026-05-25,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-25 08:00:00,2026-05-25 09:00:00,1,12,5,7,3,58,5,6,6,0,16,16,0,
2026-05-25,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-25 18:00:00,2026-05-25 19:00:00,1,12,5,7,3,58,1,3,7,0,16,16,0,
2026-05-25,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-25 23:00:00,2026-05-26 00:00:00,1,12,4,8,4,67,5,6,5,0,16,16,1,
2026-05-26,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-26 08:00:00,2026-05-26 09:00:00,1,15,6,9,0,60,3,0,3,0,16,16,0,
2026-05-26,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-26 18:00:00,2026-05-26 19:00:00,1,13,5,8,2,62,3,0,2,0,16,16,0,
2026-05-26,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-26 23:00:00,2026-05-27 00:00:00,1,13,5,8,2,62,6,3,2,0,16,16,1,
2026-05-27,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-27 08:00:00,2026-05-27 09:00:00,1,11,4,7,5,64,1,5,8,0,16,16,0,
2026-05-27,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,18,0,2026-05-27 18:00:00,2026-05-27 19:00:00,1,15,7,8,1,53,1,1,7,0,16,16,0,
2026-05-27,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,23,0,2026-05-27 23:00:00,2026-05-28 00:00:00,1,11,5,6,5,55,4,3,4,0,16,16,1,
2026-05-28,100263,Watauga Medical Center,Watauga Medical Center,Step Down,STEP DOWN UNIT A,Intermediate Care,8,0,2026-05-28 08:00:00,2026-05-28 09:00:00,1,13,5,8,2,62,1,5,9,0,16,16,0,
